energy;distance;angle
-398.45267764;1.0500;152.0
-398.450663386;1.0500;153.0
-398.448677558;1.0500;154.0
-398.446723862;1.0500;155.0
-398.444806059;1.0500;156.0
-398.442927953;1.0500;157.0
-398.441093377;1.0500;158.0
-398.439306185;1.0500;159.0
-398.437570234;1.0500;160.0
-398.502727509;1.0500;70.0
-398.504804616;1.0500;71.0
-398.506804062;1.0500;72.0
-398.508725516;1.0500;73.0
-398.510568673;1.0500;74.0
-398.512333266;1.0500;75.0
-398.514019064;1.0500;76.0
-398.515625877;1.0500;77.0
-398.517153561;1.0500;78.0
-398.51860202;1.0500;79.0
-398.519971202;1.0500;80.0
-398.521261103;1.0500;81.0
-398.52247177;1.0500;82.0
-398.523603292;1.0500;83.0
-398.524655808;1.0500;84.0
-398.525629503;1.0500;85.0
-398.526524605;1.0500;86.0
-398.527341384;1.0500;87.0
-398.528080153;1.0500;88.0
-398.528741267;1.0500;89.0
-398.529325118;1.0500;90.0
-398.529832134;1.0500;91.0
-398.530262781;1.0500;92.0
-398.530617561;1.0500;93.0
-398.530897005;1.0500;94.0
-398.531101682;1.0500;95.0
-398.531232187;1.0500;96.0
-398.531289148;1.0500;97.0
-398.531273222;1.0500;98.0
-398.531185095;1.0500;99.0
-398.587287015;1.1000;100.0
-398.587017622;1.1000;101.0
-398.586680009;1.1000;102.0
-398.586274909;1.1000;103.0
-398.585803075;1.1000;104.0
-398.585265285;1.1000;105.0
-398.584662341;1.1000;106.0
-398.583995069;1.1000;107.0
-398.583264319;1.1000;108.0
-398.582470965;1.1000;109.0
-398.581615906;1.1000;110.0
-398.580700069;1.1000;111.0
-398.579724403;1.1000;112.0
-398.578689887;1.1000;113.0
-398.577597527;1.1000;114.0
-398.576448357;1.1000;115.0
-398.575243439;1.1000;116.0
-398.573983868;1.1000;117.0
-398.572670769;1.1000;118.0
-398.571305301;1.1000;119.0
-398.569888657;1.1000;120.0
-398.568422065;1.1000;121.0
-398.566906793;1.1000;122.0
-398.565344145;1.1000;123.0
-398.56373547;1.1000;124.0
-398.562082159;1.1000;125.0
-398.560385648;1.1000;126.0
-398.558647421;1.1000;127.0
-398.556869013;1.1000;128.0
-398.555052014;1.1000;129.0
-398.553198066;1.1000;130.0
-398.551308874;1.1000;131.0
-398.549386202;1.1000;132.0
-398.54743188;1.1000;133.0
-398.545447806;1.1000;134.0
-398.543435949;1.1000;135.0
-398.541398355;1.1000;136.0
-398.539337144;1.1000;137.0
-398.537254523;1.1000;138.0
-398.535152779;1.1000;139.0
-398.533034292;1.1000;140.0
-398.530901529;1.1000;141.0
-398.528757056;1.1000;142.0
-398.526603534;1.1000;143.0
-398.524443726;1.1000;144.0
-398.522280495;1.1000;145.0
-398.52011681;1.1000;146.0
-398.517955747;1.1000;147.0
-398.515800486;1.1000;148.0
-398.513654313;1.1000;149.0
-398.511520622;1.1000;150.0
-398.509402907;1.1000;151.0
-398.507304765;1.1000;152.0
-398.505229889;1.1000;153.0
-398.503182061;1.1000;154.0
-398.501165148;1.1000;155.0
-398.499183093;1.1000;156.0
-398.497239902;1.1000;157.0
-398.495339636;1.1000;158.0
-398.493486394;1.1000;159.0
-398.491684302;1.1000;160.0
-398.561169077;1.1000;70.0
-398.563138279;1.1000;71.0
-398.565032621;1.1000;72.0
-398.566851681;1.1000;73.0
-398.568595082;1.1000;74.0
-398.570262494;1.1000;75.0
-398.571853635;1.1000;76.0
-398.573368275;1.1000;77.0
-398.574806236;1.1000;78.0
-398.576167393;1.1000;79.0
-398.577451673;1.1000;80.0
-398.578659056;1.1000;81.0
-398.579789571;1.1000;82.0
-398.580843297;1.1000;83.0
-398.581820362;1.1000;84.0
-398.582720938;1.1000;85.0
-398.583545242;1.1000;86.0
-398.584293533;1.1000;87.0
-398.584966109;1.1000;88.0
-398.585563308;1.1000;89.0
-398.586085502;1.1000;90.0
-398.5865331;1.1000;91.0
-398.586906542;1.1000;92.0
-398.587206299;1.1000;93.0
-398.587432873;1.1000;94.0
-398.587586794;1.1000;95.0
-398.587668619;1.1000;96.0
-398.587678931;1.1000;97.0
-398.587618341;1.1000;98.0
-398.587487483;1.1000;99.0
-398.62641137;1.1500;100.0
-398.626107949;1.1500;101.0
-398.625738168;1.1500;102.0
-398.625302686;1.1500;103.0
-398.624802186;1.1500;104.0
-398.62423737;1.1500;105.0
-398.623608961;1.1500;106.0
-398.622917703;1.1500;107.0
-398.622164364;1.1500;108.0
-398.62134973;1.1500;109.0
-398.620474614;1.1500;110.0
-398.619539848;1.1500;111.0
-398.618546292;1.1500;112.0
-398.617494828;1.1500;113.0
-398.616386364;1.1500;114.0
-398.615221834;1.1500;115.0
-398.614002203;1.1500;116.0
-398.612728459;1.1500;117.0
-398.611401626;1.1500;118.0
-398.610022754;1.1500;119.0
-398.60859293;1.1500;120.0
-398.607113274;1.1500;121.0
-398.605584943;1.1500;122.0
-398.604009131;1.1500;123.0
-398.602387074;1.1500;124.0
-398.600720049;1.1500;125.0
-398.599009379;1.1500;126.0
-398.597256434;1.1500;127.0
-398.595462636;1.1500;128.0
-398.593629458;1.1500;129.0
-398.591758428;1.1500;130.0
-398.589851137;1.1500;131.0
-398.587909235;1.1500;132.0
-398.58593444;1.1500;133.0
-398.583928539;1.1500;134.0
-398.581893391;1.1500;135.0
-398.579830936;1.1500;136.0
-398.577743193;1.1500;137.0
-398.575632265;1.1500;138.0
-398.573500348;1.1500;139.0
-398.571349729;1.1500;140.0
-398.569182795;1.1500;141.0
-398.567002035;1.1500;142.0
-398.564810043;1.1500;143.0
-398.562609523;1.1500;144.0
-398.560403296;1.1500;145.0
-398.558194296;1.1500;146.0
-398.555985579;1.1500;147.0
-398.553780322;1.1500;148.0
-398.551581827;1.1500;149.0
-398.54939352;1.1500;150.0
-398.547218951;1.1500;151.0
-398.545061792;1.1500;152.0
-398.542925837;1.1500;153.0
-398.540814996;1.1500;154.0
-398.538733288;1.1500;155.0
-398.536684836;1.1500;156.0
-398.534673858;1.1500;157.0
-398.532704651;1.1500;158.0
-398.530781583;1.1500;159.0
-398.528909074;1.1500;160.0
-398.602384485;1.1500;70.0
-398.604247245;1.1500;71.0
-398.606037962;1.1500;72.0
-398.607756137;1.1500;73.0
-398.609401332;1.1500;74.0
-398.610973166;1.1500;75.0
-398.612471321;1.1500;76.0
-398.613895538;1.1500;77.0
-398.615245618;1.1500;78.0
-398.616521421;1.1500;79.0
-398.617722865;1.1500;80.0
-398.618849921;1.1500;81.0
-398.619902613;1.1500;82.0
-398.620881016;1.1500;83.0
-398.621785251;1.1500;84.0
-398.622615485;1.1500;85.0
-398.623371927;1.1500;86.0
-398.624054823;1.1500;87.0
-398.624664461;1.1500;88.0
-398.625201158;1.1500;89.0
-398.625665267;1.1500;90.0
-398.626057172;1.1500;91.0
-398.626377283;1.1500;92.0
-398.62662604;1.1500;93.0
-398.626803906;1.1500;94.0
-398.626911371;1.1500;95.0
-398.626948946;1.1500;96.0
-398.626917166;1.1500;97.0
-398.626816588;1.1500;98.0
-398.626647789;1.1500;99.0
-398.652064346;1.2000;100.0
-398.651731711;1.2000;101.0
-398.651334601;1.2000;102.0
-398.650873609;1.2000;103.0
-398.650349345;1.2000;104.0
-398.649762439;1.2000;105.0
-398.649113537;1.2000;106.0
-398.648403305;1.2000;107.0
-398.64763243;1.2000;108.0
-398.646801617;1.2000;109.0
-398.645911592;1.2000;110.0
-398.644963101;1.2000;111.0
-398.643956913;1.2000;112.0
-398.642893818;1.2000;113.0
-398.641774631;1.2000;114.0
-398.64060019;1.2000;115.0
-398.63937136;1.2000;116.0
-398.638089029;1.2000;117.0
-398.636754118;1.2000;118.0
-398.635367573;1.2000;119.0
-398.633930373;1.2000;120.0
-398.63244353;1.2000;121.0
-398.630908088;1.2000;122.0
-398.629325129;1.2000;123.0
-398.627695774;1.2000;124.0
-398.626021184;1.2000;125.0
-398.624302563;1.2000;126.0
-398.622541161;1.2000;127.0
-398.620738278;1.2000;128.0
-398.618895263;1.2000;129.0
-398.617013521;1.2000;130.0
-398.615094517;1.2000;131.0
-398.613139774;1.2000;132.0
-398.611150885;1.2000;133.0
-398.609129509;1.2000;134.0
-398.607077379;1.2000;135.0
-398.604996308;1.2000;136.0
-398.602888191;1.2000;137.0
-398.600755009;1.2000;138.0
-398.598598837;1.2000;139.0
-398.596421847;1.2000;140.0
-398.594226313;1.2000;141.0
-398.592014618;1.2000;142.0
-398.589789257;1.2000;143.0
-398.587552844;1.2000;144.0
-398.585308117;1.2000;145.0
-398.583057942;1.2000;146.0
-398.580805318;1.2000;147.0
-398.578553382;1.2000;148.0
-398.576305412;1.2000;149.0
-398.57406483;1.2000;150.0
-398.571835206;1.2000;151.0
-398.569620254;1.2000;152.0
-398.567423837;1.2000;153.0
-398.565249966;1.2000;154.0
-398.563102789;1.2000;155.0
-398.560986594;1.2000;156.0
-398.558905798;1.2000;157.0
-398.556864936;1.2000;158.0
-398.554868648;1.2000;159.0
-398.552921668;1.2000;160.0
-398.630014437;1.2000;70.0
-398.631773282;1.2000;71.0
-398.633462942;1.2000;72.0
-398.635082854;1.2000;73.0
-398.636632532;1.2000;74.0
-398.638111558;1.2000;75.0
-398.639519588;1.2000;76.0
-398.640856345;1.2000;77.0
-398.642121617;1.2000;78.0
-398.643315255;1.2000;79.0
-398.64443717;1.2000;80.0
-398.645487328;1.2000;81.0
-398.646465748;1.2000;82.0
-398.647372497;1.2000;83.0
-398.648207688;1.2000;84.0
-398.648971477;1.2000;85.0
-398.649664058;1.2000;86.0
-398.650285661;1.2000;87.0
-398.65083655;1.2000;88.0
-398.65131702;1.2000;89.0
-398.651727395;1.2000;90.0
-398.652068025;1.2000;91.0
-398.652339285;1.2000;92.0
-398.652541574;1.2000;93.0
-398.652675313;1.2000;94.0
-398.652740945;1.2000;95.0
-398.652738931;1.2000;96.0
-398.652669754;1.2000;97.0
-398.652533914;1.2000;98.0
-398.652331932;1.2000;99.0
-398.667167302;1.2500;100.0
-398.666810029;1.2500;101.0
-398.666390162;1.2500;102.0
-398.665908229;1.2500;103.0
-398.665364777;1.2500;104.0
-398.664760367;1.2500;105.0
-398.664095577;1.2500;106.0
-398.663371004;1.2500;107.0
-398.66258726;1.2500;108.0
-398.661744974;1.2500;109.0
-398.660844796;1.2500;110.0
-398.659887391;1.2500;111.0
-398.658873445;1.2500;112.0
-398.657803665;1.2500;113.0
-398.656678777;1.2500;114.0
-398.65549953;1.2500;115.0
-398.654266694;1.2500;116.0
-398.652981065;1.2500;117.0
-398.651643463;1.2500;118.0
-398.650254735;1.2500;119.0
-398.648815756;1.2500;120.0
-398.647327432;1.2500;121.0
-398.645790697;1.2500;122.0
-398.644206523;1.2500;123.0
-398.642575915;1.2500;124.0
-398.640899916;1.2500;125.0
-398.639179611;1.2500;126.0
-398.637416126;1.2500;127.0
-398.635610633;1.2500;128.0
-398.633764355;1.2500;129.0
-398.631878564;1.2500;130.0
-398.629954591;1.2500;131.0
-398.627993823;1.2500;132.0
-398.625997713;1.2500;133.0
-398.623967779;1.2500;134.0
-398.621905613;1.2500;135.0
-398.619812883;1.2500;136.0
-398.617691339;1.2500;137.0
-398.615542816;1.2500;138.0
-398.613369245;1.2500;139.0
-398.611172652;1.2500;140.0
-398.608955171;1.2500;141.0
-398.606719044;1.2500;142.0
-398.604466631;1.2500;143.0
-398.602200417;1.2500;144.0
-398.599923017;1.2500;145.0
-398.597637184;1.2500;146.0
-398.595345814;1.2500;147.0
-398.593051955;1.2500;148.0
-398.590758811;1.2500;149.0
-398.58846975;1.2500;150.0
-398.586188308;1.2500;151.0
-398.583918191;1.2500;152.0
-398.581663281;1.2500;153.0
-398.57942764;1.2500;154.0
-398.577215502;1.2500;155.0
-398.575031282;1.2500;156.0
-398.57287956;1.2500;157.0
-398.570765086;1.2500;158.0
-398.568692761;1.2500;159.0
-398.566667628;1.2500;160.0
-398.646963777;1.2500;70.0
-398.648621957;1.2500;71.0
-398.650213899;1.2500;72.0
-398.651738993;1.2500;73.0
-398.65319671;1.2500;74.0
-398.654586604;1.2500;75.0
-398.655908306;1.2500;76.0
-398.657161523;1.2500;77.0
-398.658346026;1.2500;78.0
-398.659461654;1.2500;79.0
-398.660508304;1.2500;80.0
-398.661485928;1.2500;81.0
-398.66239453;1.2500;82.0
-398.663234159;1.2500;83.0
-398.664004908;1.2500;84.0
-398.66470691;1.2500;85.0
-398.665340332;1.2500;86.0
-398.665905377;1.2500;87.0
-398.666402275;1.2500;88.0
-398.666831286;1.2500;89.0
-398.667192698;1.2500;90.0
-398.667486818;1.2500;91.0
-398.667713981;1.2500;92.0
-398.66787454;1.2500;93.0
-398.667968869;1.2500;94.0
-398.667997362;1.2500;95.0
-398.66796043;1.2500;96.0
-398.667858503;1.2500;97.0
-398.667692027;1.2500;98.0
-398.667461467;1.2500;99.0
-398.674041337;1.3000;100.0
-398.673663789;1.3000;101.0
-398.673225516;1.3000;102.0
-398.672726995;1.3000;103.0
-398.672168713;1.3000;104.0
-398.671551176;1.3000;105.0
-398.670874902;1.3000;106.0
-398.670140424;1.3000;107.0
-398.669348291;1.3000;108.0
-398.668499066;1.3000;109.0
-398.667593329;1.3000;110.0
-398.666631674;1.3000;111.0
-398.665614714;1.3000;112.0
-398.664543078;1.3000;113.0
-398.663417412;1.3000;114.0
-398.662238382;1.3000;115.0
-398.661006674;1.3000;116.0
-398.659722995;1.3000;117.0
-398.658388072;1.3000;118.0
-398.657002659;1.3000;119.0
-398.655567531;1.3000;120.0
-398.654083492;1.3000;121.0
-398.652551373;1.3000;122.0
-398.650972035;1.3000;123.0
-398.649346372;1.3000;124.0
-398.64767531;1.3000;125.0
-398.645959815;1.3000;126.0
-398.644200888;1.3000;127.0
-398.642399576;1.3000;128.0
-398.640556967;1.3000;129.0
-398.6386742;1.3000;130.0
-398.636752464;1.3000;131.0
-398.634793004;1.3000;132.0
-398.632797123;1.3000;133.0
-398.63076619;1.3000;134.0
-398.62870164;1.3000;135.0
-398.626604982;1.3000;136.0
-398.624477802;1.3000;137.0
-398.622321772;1.3000;138.0
-398.620138652;1.3000;139.0
-398.617930301;1.3000;140.0
-398.615698678;1.3000;141.0
-398.613445854;1.3000;142.0
-398.611174018;1.3000;143.0
-398.608885484;1.3000;144.0
-398.606582701;1.3000;145.0
-398.604268258;1.3000;146.0
-398.601944898;1.3000;147.0
-398.599615522;1.3000;148.0
-398.5972832;1.3000;149.0
-398.594951182;1.3000;150.0
-398.5926229;1.3000;151.0
-398.590301985;1.3000;152.0
-398.587992265;1.3000;153.0
-398.585697781;1.3000;154.0
-398.583422784;1.3000;155.0
-398.581171743;1.3000;156.0
-398.578949343;1.3000;157.0
-398.576760489;1.3000;158.0
-398.574610295;1.3000;159.0
-398.572504083;1.3000;160.0
-398.655545058;1.3000;70.0
-398.657106395;1.3000;71.0
-398.658604584;1.3000;72.0
-398.660038964;1.3000;73.0
-398.661408964;1.3000;74.0
-398.662714103;1.3000;75.0
-398.663953981;1.3000;76.0
-398.665128275;1.3000;77.0
-398.666236728;1.3000;78.0
-398.667279152;1.3000;79.0
-398.668255416;1.3000;80.0
-398.669165441;1.3000;81.0
-398.670009199;1.3000;82.0
-398.670786709;1.3000;83.0
-398.671498026;1.3000;84.0
-398.672143247;1.3000;85.0
-398.672722501;1.3000;86.0
-398.67323595;1.3000;87.0
-398.673683785;1.3000;88.0
-398.674066222;1.3000;89.0
-398.674383505;1.3000;90.0
-398.674635899;1.3000;91.0
-398.674823693;1.3000;92.0
-398.674947194;1.3000;93.0
-398.675006732;1.3000;94.0
-398.675002652;1.3000;95.0
-398.674935319;1.3000;96.0
-398.674805115;1.3000;97.0
-398.674612438;1.3000;98.0
-398.674357702;1.3000;99.0
-398.674524345;1.3500;100.0
-398.674130721;1.3500;101.0
-398.673678251;1.3500;102.0
-398.673167364;1.3500;103.0
-398.672598503;1.3500;104.0
-398.671972122;1.3500;105.0
-398.671288689;1.3500;106.0
-398.670548683;1.3500;107.0
-398.669752598;1.3500;108.0
-398.668900939;1.3500;109.0
-398.667994224;1.3500;110.0
-398.667032986;1.3500;111.0
-398.666017769;1.3500;112.0
-398.664949134;1.3500;113.0
-398.663827655;1.3500;114.0
-398.662653924;1.3500;115.0
-398.661428547;1.3500;116.0
-398.660152149;1.3500;117.0
-398.658825374;1.3500;118.0
-398.657448885;1.3500;119.0
-398.656023367;1.3500;120.0
-398.654549526;1.3500;121.0
-398.653028095;1.3500;122.0
-398.65145983;1.3500;123.0
-398.649845517;1.3500;124.0
-398.64818597;1.3500;125.0
-398.646482038;1.3500;126.0
-398.644734601;1.3500;127.0
-398.642944579;1.3500;128.0
-398.64111293;1.3500;129.0
-398.639240656;1.3500;130.0
-398.637328804;1.3500;131.0
-398.635378474;1.3500;132.0
-398.633390816;1.3500;133.0
-398.63136704;1.3500;134.0
-398.629308418;1.3500;135.0
-398.627216289;1.3500;136.0
-398.625092065;1.3500;137.0
-398.622937236;1.3500;138.0
-398.620753377;1.3500;139.0
-398.618542154;1.3500;140.0
-398.616305331;1.3500;141.0
-398.614044777;1.3500;142.0
-398.611762477;1.3500;143.0
-398.609460537;1.3500;144.0
-398.607141195;1.3500;145.0
-398.604806831;1.3500;146.0
-398.60245998;1.3500;147.0
-398.600103335;1.3500;148.0
-398.597739767;1.3500;149.0
-398.595372333;1.3500;150.0
-398.593004286;1.3500;151.0
-398.590639093;1.3500;152.0
-398.58828044;1.3500;153.0
-398.585932249;1.3500;154.0
-398.583598688;1.3500;155.0
-398.58128418;1.3500;156.0
-398.578993413;1.3500;157.0
-398.576731347;1.3500;158.0
-398.574503217;1.3500;159.0
-398.572314536;1.3500;160.0
-398.657594211;1.3500;70.0
-398.659063036;1.3500;71.0
-398.660471957;1.3500;72.0
-398.661820248;1.3500;73.0
-398.663107285;1.3500;74.0
-398.664332534;1.3500;75.0
-398.665495544;1.3500;76.0
-398.666595943;1.3500;77.0
-398.66763343;1.3500;78.0
-398.668607768;1.3500;79.0
-398.669518777;1.3500;80.0
-398.670366334;1.3500;81.0
-398.671150363;1.3500;82.0
-398.671870834;1.3500;83.0
-398.672527758;1.3500;84.0
-398.673121183;1.3500;85.0
-398.673651193;1.3500;86.0
-398.674117905;1.3500;87.0
-398.674521463;1.3500;88.0
-398.674862041;1.3500;89.0
-398.675139839;1.3500;90.0
-398.67535508;1.3500;91.0
-398.675508011;1.3500;92.0
-398.675598899;1.3500;93.0
-398.675628032;1.3500;94.0
-398.675595716;1.3500;95.0
-398.675502276;1.3500;96.0
-398.675348054;1.3500;97.0
-398.675133407;1.3500;98.0
-398.674858708;1.3500;99.0
-398.670067553;1.4000;100.0
-398.669661941;1.4000;101.0
-398.669199389;1.4000;102.0
-398.66868029;1.4000;103.0
-398.668105043;1.4000;104.0
-398.667474064;1.4000;105.0
-398.666787775;1.4000;106.0
-398.66604661;1.4000;107.0
-398.665251014;1.4000;108.0
-398.664401439;1.4000;109.0
-398.663498352;1.4000;110.0
-398.662542227;1.4000;111.0
-398.661533551;1.4000;112.0
-398.660472821;1.4000;113.0
-398.659360547;1.4000;114.0
-398.658197252;1.4000;115.0
-398.656983472;1.4000;116.0
-398.655719756;1.4000;117.0
-398.654406671;1.4000;118.0
-398.653044797;1.4000;119.0
-398.651634734;1.4000;120.0
-398.650177099;1.4000;121.0
-398.648672532;1.4000;122.0
-398.647121693;1.4000;123.0
-398.645525263;1.4000;124.0
-398.643883954;1.4000;125.0
-398.642198499;1.4000;126.0
-398.640469666;1.4000;127.0
-398.638698251;1.4000;128.0
-398.636885086;1.4000;129.0
-398.635031041;1.4000;130.0
-398.633137025;1.4000;131.0
-398.63120399;1.4000;132.0
-398.629232936;1.4000;133.0
-398.627224915;1.4000;134.0
-398.625181033;1.4000;135.0
-398.623102457;1.4000;136.0
-398.620990416;1.4000;137.0
-398.618846214;1.4000;138.0
-398.616671227;1.4000;139.0
-398.614466917;1.4000;140.0
-398.612234835;1.4000;141.0
-398.609976629;1.4000;142.0
-398.607694053;1.4000;143.0
-398.605388976;1.4000;144.0
-398.603063392;1.4000;145.0
-398.60071943;1.4000;146.0
-398.598359366;1.4000;147.0
-398.595985633;1.4000;148.0
-398.593600838;1.4000;149.0
-398.591207773;1.4000;150.0
-398.58880943;1.4000;151.0
-398.586409019;1.4000;152.0
-398.584009983;1.4000;153.0
-398.581616013;1.4000;154.0
-398.57923107;1.4000;155.0
-398.576859398;1.4000;156.0
-398.574505549;1.4000;157.0
-398.57217439;1.4000;158.0
-398.569871127;1.4000;159.0
-398.567601317;1.4000;160.0
-398.65456579;1.4000;70.0
-398.655946824;1.4000;71.0
-398.657271321;1.4000;72.0
-398.658538471;1.4000;73.0
-398.659747568;1.4000;74.0
-398.660898004;1.4000;75.0
-398.661989257;1.4000;76.0
-398.663020885;1.4000;77.0
-398.663992519;1.4000;78.0
-398.664903857;1.4000;79.0
-398.665754658;1.4000;80.0
-398.666544739;1.4000;81.0
-398.667273966;1.4000;82.0
-398.667942254;1.4000;83.0
-398.668549561;1.4000;84.0
-398.669095888;1.4000;85.0
-398.669581269;1.4000;86.0
-398.670005778;1.4000;87.0
-398.670369518;1.4000;88.0
-398.670672622;1.4000;89.0
-398.670915252;1.4000;90.0
-398.671097597;1.4000;91.0
-398.671219868;1.4000;92.0
-398.671282299;1.4000;93.0
-398.671285146;1.4000;94.0
-398.671228683;1.4000;95.0
-398.671113204;1.4000;96.0
-398.670939019;1.4000;97.0
-398.670706452;1.4000;98.0
-398.670415846;1.4000;99.0
-398.661814985;1.4500;100.0
-398.661401373;1.4500;101.0
-398.660932769;1.4500;102.0
-398.660409535;1.4500;103.0
-398.659832036;1.4500;104.0
-398.65920065;1.4500;105.0
-398.658515762;1.4500;106.0
-398.657777764;1.4500;107.0
-398.656987057;1.4500;108.0
-398.65614405;1.4500;109.0
-398.65524916;1.4500;110.0
-398.654302811;1.4500;111.0
-398.653305437;1.4500;112.0
-398.652257479;1.4500;113.0
-398.651159388;1.4500;114.0
-398.650011626;1.4500;115.0
-398.648814663;1.4500;116.0
-398.647568983;1.4500;117.0
-398.64627508;1.4500;118.0
-398.644933461;1.4500;119.0
-398.643544647;1.4500;120.0
-398.642109177;1.4500;121.0
-398.640627601;1.4500;122.0
-398.639100492;1.4500;123.0
-398.637528439;1.4500;124.0
-398.635912052;1.4500;125.0
-398.634251965;1.4500;126.0
-398.632548836;1.4500;127.0
-398.630803348;1.4500;128.0
-398.629016214;1.4500;129.0
-398.627188178;1.4500;130.0
-398.625320019;1.4500;131.0
-398.62341255;1.4500;132.0
-398.621466628;1.4500;133.0
-398.619483149;1.4500;134.0
-398.617463059;1.4500;135.0
-398.615407355;1.4500;136.0
-398.61331709;1.4500;137.0
-398.611193378;1.4500;138.0
-398.609037398;1.4500;139.0
-398.606850404;1.4500;140.0
-398.604633728;1.4500;141.0
-398.602388786;1.4500;142.0
-398.600117092;1.4500;143.0
-398.59782026;1.4500;144.0
-398.595500017;1.4500;145.0
-398.593158213;1.4500;146.0
-398.590796832;1.4500;147.0
-398.588418005;1.4500;148.0
-398.586024024;1.4500;149.0
-398.583617355;1.4500;150.0
-398.581200659;1.4500;151.0
-398.578776804;1.4500;152.0
-398.576348889;1.4500;153.0
-398.573920264;1.4500;154.0
-398.57149455;1.4500;155.0
-398.56907567;1.4500;156.0
-398.566667867;1.4500;157.0
-398.564275737;1.4500;158.0
-398.561904255;1.4500;159.0
-398.559558804;1.4500;160.0
-398.647611171;1.4500;70.0
-398.648909318;1.4500;71.0
-398.650154352;1.4500;72.0
-398.651345354;1.4500;73.0
-398.652481516;1.4500;74.0
-398.653562131;1.4500;75.0
-398.654586586;1.4500;76.0
-398.655554351;1.4500;77.0
-398.656464978;1.4500;78.0
-398.65731809;1.4500;79.0
-398.658113376;1.4500;80.0
-398.658850586;1.4500;81.0
-398.659529528;1.4500;82.0
-398.660150063;1.4500;83.0
-398.660712099;1.4500;84.0
-398.66121559;1.4500;85.0
-398.66166053;1.4500;86.0
-398.662046954;1.4500;87.0
-398.662374931;1.4500;88.0
-398.662644564;1.4500;89.0
-398.662855984;1.4500;90.0
-398.663009353;1.4500;91.0
-398.663104856;1.4500;92.0
-398.663142703;1.4500;93.0
-398.663123126;1.4500;94.0
-398.663046375;1.4500;95.0
-398.662912721;1.4500;96.0
-398.662722447;1.4500;97.0
-398.662475855;1.4500;98.0
-398.662173259;1.4500;99.0
-398.650668328;1.5000;100.0
-398.650250565;1.5000;101.0
-398.649779809;1.5000;102.0
-398.649256388;1.5000;103.0
-398.648680641;1.5000;104.0
-398.648052911;1.5000;105.0
-398.647373548;1.5000;106.0
-398.646642908;1.5000;107.0
-398.645861353;1.5000;108.0
-398.645029251;1.5000;109.0
-398.644146975;1.5000;110.0
-398.643214905;1.5000;111.0
-398.642233425;1.5000;112.0
-398.641202928;1.5000;113.0
-398.640123812;1.5000;114.0
-398.638996483;1.5000;115.0
-398.637821355;1.5000;116.0
-398.63659885;1.5000;117.0
-398.635329399;1.5000;118.0
-398.634013444;1.5000;119.0
-398.632651437;1.5000;120.0
-398.631243841;1.5000;121.0
-398.629791134;1.5000;122.0
-398.628293806;1.5000;123.0
-398.626752364;1.5000;124.0
-398.625167328;1.5000;125.0
-398.623539241;1.5000;126.0
-398.621868661;1.5000;127.0
-398.620156172;1.5000;128.0
-398.618402376;1.5000;129.0
-398.616607905;1.5000;130.0
-398.614773417;1.5000;131.0
-398.612899599;1.5000;132.0
-398.610987171;1.5000;133.0
-398.609036892;1.5000;134.0
-398.607049555;1.5000;135.0
-398.605025999;1.5000;136.0
-398.602967109;1.5000;137.0
-398.600873821;1.5000;138.0
-398.598747124;1.5000;139.0
-398.596588072;1.5000;140.0
-398.594397782;1.5000;141.0
-398.592177446;1.5000;142.0
-398.589928336;1.5000;143.0
-398.587651809;1.5000;144.0
-398.585349323;1.5000;145.0
-398.583022438;1.5000;146.0
-398.580672834;1.5000;147.0
-398.578302316;1.5000;148.0
-398.575912834;1.5000;149.0
-398.573506492;1.5000;150.0
-398.571085569;1.5000;151.0
-398.568652533;1.5000;152.0
-398.566210065;1.5000;153.0
-398.563761079;1.5000;154.0
-398.561308749;1.5000;155.0
-398.558856536;1.5000;156.0
-398.556408221;1.5000;157.0
-398.553967936;1.5000;158.0
-398.551540208;1.5000;159.0
-398.549129995;1.5000;160.0
-398.637642125;1.5000;70.0
-398.638862198;1.5000;71.0
-398.640032568;1.5000;72.0
-398.641152185;1.5000;73.0
-398.642220118;1.5000;74.0
-398.643235547;1.5000;75.0
-398.644197755;1.5000;76.0
-398.645106122;1.5000;77.0
-398.645960111;1.5000;78.0
-398.64675927;1.5000;79.0
-398.647503218;1.5000;80.0
-398.648191646;1.5000;81.0
-398.648824307;1.5000;82.0
-398.649401013;1.5000;83.0
-398.64992163;1.5000;84.0
-398.650386076;1.5000;85.0
-398.650794314;1.5000;86.0
-398.651146349;1.5000;87.0
-398.651442224;1.5000;88.0
-398.651682021;1.5000;89.0
-398.65186585;1.5000;90.0
-398.651993853;1.5000;91.0
-398.652066198;1.5000;92.0
-398.652083076;1.5000;93.0
-398.652044703;1.5000;94.0
-398.65195131;1.5000;95.0
-398.651803148;1.5000;96.0
-398.651600484;1.5000;97.0
-398.651343595;1.5000;98.0
-398.651032776;1.5000;99.0
-398.637339369;1.5500;100.0
-398.636921101;1.5500;101.0
-398.636451879;1.5500;102.0
-398.635932005;1.5500;103.0
-398.635361789;1.5500;104.0
-398.634741543;1.5500;105.0
-398.634071587;1.5500;106.0
-398.633352242;1.5500;107.0
-398.632583834;1.5500;108.0
-398.631766695;1.5500;109.0
-398.630901159;1.5500;110.0
-398.629987564;1.5500;111.0
-398.629026253;1.5500;112.0
-398.628017573;1.5500;113.0
-398.626961877;1.5500;114.0
-398.625859522;1.5500;115.0
